Comparison,Correlation_Gbm,Correlation_hnscc,Correlation_Luad
ATOX1,,,
HNRNPAB,,,0.4093443960259274
TUBB4A,,,
PROZ,,,
CLDND1,,0.32595071077848903,
SGF29,,,
FGD4,,,
CMBL,,,
SRSF7,,,
MPHOSPH6,,,
ZNF318,,,
RBM38,,,
UTRN,,,
TBC1D4,,,
TFDP1,,,
C5,,,-0.30330457471141936
KRT16,,,
ALG14,,,
FCN3,,,
UIMC1,,,
PDS5A,,,
RBM15,,,
TUBB3,,0.31423496011112784,
PAPOLG,,,
SYNE2,,,
FNBP1L,,,
ILKAP,,,
FOXP4,,,
NAALADL2,,,
RPL7L1,,,
UBE2T,,,
SORBS2,,-0.4117627025202684,
RNF216,,0.4216608368541965,
TRIM59,,,
DCK,,-0.33365756237217825,
ZRANB2,,,
LIMCH1,,,
STEAP3,,0.27770448842258644,
RIN1,,0.37241351582226506,
ERO1B,,,
TUBB,,,
ARL6IP6,,,
KRT17,,,
PLEKHA1,,,
TRIM16,,,
CDH3,,0.34940088896658883,
NACA,,,
ACADM,,-0.3603746160271388,-0.3784446454486524
DNAH5,,,
CPSF6,,,
SUN1,,0.3180604245703447,0.3527343149051201
ACIN1,,,
TMEM192,,,0.3567673724215219
EXOSC6,,,
SYNGAP1,,,
LAMC2,,0.3863042786980868,
GNA11,,,
LITAF,,,
CLU,,,-0.3250378990335665
CLMN,,,
GRSF1,,,
RPRD1B,,,
GNAQ,,,
POR,,,
TNKS1BP1,,,0.3556809821682672
C1orf116,,,0.2656087403504626
CGNL1,,-0.30200475804310223,
PROC,,,-0.3042219964276945
AP1M2,,,
LTF,,,
RBM39,,,
U2AF1L5,,,
SYNPO,,,
U2AF1,,,
SET,,,
LBP,,,-0.3186898637262729
PTP4A1,,,
SRGAP2,,,
PTGFRN,,0.2963511426920726,
GSTA3,,,
OCIAD1,,,
USP36,,,
GSTA1,,,
AMOT,,,0.3182148376707782
CWC25,,,
PROM2,,,
XDH,,,0.26185447849948784
GKAP1,,,
NCOA5,,,
ARMC4,,,
KLK13,,,
UBE2C,,,
SURF6,,,
INPP4B,,,
EXOSC8,,,
KCTD14,,-0.2908084487204994,
U2AF2,,,
PRPF38B,,,
ESRP2,,,
CFH,,,-0.2923000142711171
ANKRD1,,,
FAM57A,,,
NAP1L1,,,
TCF20,,,
MPP6,,,
PHC3,,,
GATA3,,,
KRT5,,,
NXN,,0.33991289005012004,0.2662256779273597
WWTR1,,,
FMNL2,,0.30325086753933284,
ATP1B3,,,
TBC1D9,,,
LMX1B,,,
SLC9A3R1,,,
DENND2D,,,
MMP14,,0.3806904916697732,
MMP24,,,
PLOD1,,0.4370437775073418,
C3orf58,,,
MKL2,,,
FAT1,,0.3038837042564141,
FOXA1,,,
JADE2,,,
KDELC1,,,
ESR1,,,
DSC3,,0.38284338684804986,
VLDLR,,,
MYO1E,,,
TLE3,,,
RUNDC1,,,
DYSF,,,
FERMT1,,0.39493834108300585,-0.2671924243138432
GPT2,,,
CRYAB,,,
RAB9A,,,
CCDC88A,,,
MMP12,,,
RABEP1,,,
SERPINH1,,0.28568475602573057,0.29262653888396
EXOC6,,-0.4944648402198387,
NUDT12,,,
CD58,,,
HID1,,-0.3887660174033151,
SH3PXD2B,,,
NUDT16L1,,,
CLIC3,,,
NHSL1,,,
FKBP14,,0.3911524246647626,0.266324260714157
ACOT9,,,
MAP4K4,,,
SERPINB5,,0.2711040897027663,-0.28773685266931537
ZNF24,,,
SCCPDH,,,
COX17,,-0.2856678794736947,
STARD10,,,
KRT6A,,,
TRIM29,,,
SUN2,,,
ANXA1,,,
IVL,,,0.4630537401098708
PVR,,,
MYEF2,,,
FSCN1,,0.5264347695861407,
FAM120A,,,
NT5C2,,,
ZKSCAN1,,,
HECTD4,,,
ANXA8L1,,,
OTUD7B,,,
ITGB4,,,
PHAX,,,
SPAST,,,
RARA,,,0.4762973347336098
PDIA6,,,
AES,,,
ZNF385A,,,
NCK2,,,
TUBB6,,,
DNAJC12,,,
RAD17,,,
VSNL1,,,
FKBP4,,,
TTC7A,,,
SIRPA,,,
HSPA4,,,
TOM1L1,,,
ITGA6,,,
CASZ1,,,
PLEKHF2,,,
RALGPS2,,,
ACSL5,,-0.3783079316327603,
LPCAT2,,0.30359329506295385,
HPGD,,,0.2913036261089485
DNAJB4,,,-0.3441417358125089
CXADR,,,
NECTIN1,,0.28546171623685185,
TNFAIP3,,,
SMARCC2,,,
ACADSB,,-0.37518976030247897,
SREK1,,,
CTTNBP2NL,,,
REPS2,,,
MSN,,,
TUBA1C,,0.3437170592229224,0.3056855002887041
TTC13,,,
ATG4B,,,
ASB13,,,
NT5DC2,,,
LARP1,,,
METTL14,,,
BSG,,0.35223673281958684,
NUMA1,,,
HIST1H1A,,,
ZNF552,,,
TAX1BP3,,,
ATP11B,,0.2981978665018438,
CORO1C,,0.284093514168458,
UBE3B,,,
FN3K,,-0.4060099439765156,
MT1X,,0.3696286836494065,
TLDC1,,0.3401391740190021,
PTK7,,0.3013318507966819,0.2721636681406815
FAM98A,,,
KIF3A,,,
DCAF8,,,
SPATA20,,,
PTGES3,,,
CDC42EP1,,,
CEBPB,,0.28681359518599137,
PYM1,,-0.3235794328737257,
FMN1,,,
MMP15,,,0.2989301780551117
PLEK2,,0.29322425861651075,
ACTA1,,,
MOGS,,,
ARHGAP31,,,
RPL5,,,
DIDO1,,,
GNAI1,,0.3296395509784296,
FLYWCH2,,,
ANP32A,,,-0.3023982371961225
GOLPH3L,,,
AKR1C1,,,-0.3874942166064535
KDELC2,,,
SFXN1,,,
GRB10,,,
RABGEF1,,,
FAM102A,,,
PALM2,,,
CCAR1,,,
OSBPL3,,,
DNM2,,,
CALR,,,
AGR3,,,
CORO2A,,,
LRBA,,,
PTPN14,,,
SLPI,,,
PKP1,,0.2715645102939385,
TEAD3,,0.2693616487161656,
COL4A2,,,
GARS,,,
GFOD1,,,
PTP4A2,,,
KLC2,,,
RBMS2,,,0.2968362211320783
JUN,,,
A2ML1,,,
P3H1,,,
GRAMD1C,,,
STK39,,,0.2964936427149889
WWP1,,,
N6AMT1,,,
SNTB1,,-0.3191982375532144,
DHX38,,,
SFPQ,,,
MYH10,,,
PADI2,,,
SYNRG,,-0.270311732507585,
PPP1R2,,,
SMTN,,,
KDM3B,,,
LUC7L,,,
NSDHL,,0.3540841076767659,0.4665874173490521
MCAM,,,
ANKHD1-EIF4EBP3,,,0.3996255179686653
TCEAL4,,,
CPA4,,,
IGF2BP3,,,
MAP3K6,,,
TCEB2,,,
LAMB1,,,
FAM110B,,,
TRIM2,,,0.30096561220430346
UMAD1,,,
BCAT2,,,
OXLD1,,,
CRTAP,,0.27233669491281753,
POLR3B,,,
CALB2,,,
GLS,,0.2832230349804511,
RRAS2,,0.3444588804023785,
GRHL1,,,
NECAP1,,,
ABCF2,,,
PALM2-AKAP2,,-0.31193826184064266,
MPZL1,,0.40738623389397255,
TXNDC12,,,
CCNT1,,,
DNALI1,,,
SECISBP2,,,
LIMK1,,,0.2918875489198835
EML2,,,
RFLNB,,,
PPDPF,,,
ACTB,,,
EHD1,,,
FAM102B,,,
MYO9B,,,
NUBPL,,,0.2682540183489833
VAV3,,,
MAP7D3,,,
GPX7,,,
TCF7L2,,,
UQCC1,,,0.2772946769167306
FLNA,,0.2821836213147666,
RPS2,,0.3337693599614702,
FOXC1,,,
DACH1,,,
PCBD2,,-0.3317381548838987,
AAGAB,,,
HN1L,,,
ANLN,,0.2950368839314399,
PARN,,0.29998780089894683,
KRT4,,,
REXO2,,,
MMP1,,,
ADAMTS15,,,
ARL3,,,
POLR3A,,,
VASN,,,
CYR61,,,
SERPINA10,,,
EMC7,,,
CDC42EP5,,,
CBX8,,,
DYNLL2,,,
MSH3,,,
RHEB,,,
AGTRAP,,,
CABLES1,,,
INIP,,,
SIAH2,,,
RERG,,,
WLS,,0.2893927245517767,0.3322323149078044
PGRMC1,,,0.5123219374034529
RPS3A,,,
ACSL3,,0.29365204549844576,
NOMO2,,,
RPL21,,,
PXDC1,,,
IL6ST,,,
PLOD2,,0.3567342451183371,
SPDEF,,,
DSG3,,0.2751481630523081,
ZFAND3,,,
TCEAL1,,,
SSBP2,,,
EEF2,,,
WDR19,,,-0.2617542780595
TOM1,,,
S100A2,,0.3531872511157893,
ZFP36L2,,,
SEC23A,,,
CASP14,,,
SND1,,,
RAB23,,,
C2CD5,,,
CISD3,,,
LAMB3,,0.3732247715723949,
TKFC,,,
RPL22,,,
KRT10,,,
ST5,,,0.261480677339862
HS2ST1,,,
SOX10,,,
ITPK1,,,
NPC1,,,
PLS3,,0.3699193874531396,0.4526909438576488
KCTD6,,,
GLYATL2,,,
CDKN2AIP,,,
VIM,,,
UGGT2,,,
CDH13,,,
MYO5C,,,
FBXO38,,,
MRAS,,,
LTBP1,,,
GREB1,,,
KIF3B,,,
TRPS1,,,
MISP,,,
RAB12,,,
TUBA4A,,,
GAK,,,
MTX3,,,
COASY,,,
PCBP4,,,
PROM1,,,
SYBU,,,
ATAD3B,,,
CBX4,,,
HIST2H4B,,,
FCGR3B,,,
IGFBP2,,,
DCAF5,,,0.3322987869121453
ADGRE2,,,
EMC1,,,0.36945638520216106
PAAF1,,,
TIA1,,,
MLPH,,-0.3636902223842212,
SRGN,,,-0.2698593036435267
HSD17B12,,,
RAP2B,,0.3046147015766009,
STAU2,,,0.35893894252288705
RGS3,,,0.2727849149944742
TGFB2,,,
ZNF428,,,
DYNLT1,,0.32808185005407586,
LGALS1,,,
UXS1,,,
AFTPH,,,
SC5D,,,
FSTL1,,,
PPIC,,0.2704181643687243,0.2831655102130384
BPI,,,-0.3275132273040691
SDF2,,,
SKP1,,,
HAGH,,,
NME3,,,
VEZF1,,,
TRUB1,,,
FAM126A,,,
RPL17-C18orf32,,,
TMEM102,,,
COA6,,,
ITGB6,,0.31662832089683485,
THTPA,,-0.3122905503178325,
FAM89A,,0.3220373085528696,
EZR,,,
CDKAL1,,,
NUBP1,,,
WBP11,,,
KLK5,,,
SPR,,,
RMND1,,,
UNKL,,,
ADGRG6,,,
ERGIC2,,,
MAZ,,,
MPHOSPH8,,,
APOC3,,,
TP53BP2,,,0.2932796955743349
SYTL4,,,
FAM63A,,,
PARD3,,,0.3216491176050135
LYPLA1,,,
TSTD1,,,
FAM105A,,,
IRX5,,,
SLC12A4,,0.28657401795909143,
DGKH,,,
SYTL2,,,0.3299790579262793
AKR1C2,,,
TPRN,,,
DTX2,,,0.28918821548789514
CDC123,,,
HDHD2,,,-0.3939376593973767
LBR,,,
PLCB3,,,
C4BPB,,,
KPNA3,,,
RPS8,,0.3049645112080238,
KIAA1211L,,,
DDOST,,,
C5orf30,,,
CRACR2A,,-0.2920336689427909,
CCDC134,,,0.3896557687753603
MUCL1,,,
FIBP,,,
ELOVL1,,,0.30353506701686395
SOS1,,,
TLE1,,,
RBMS3,,,
DLG3,,,
PSMG4,,,
CFL2,,,
SLTM,,,
ROCK2,,,
ITGAV,,0.4428407536140119,
CCNY,,,
ENSA,,,
CCDC127,,,
RPS24,,0.2946812524349263,
METTL3,,,
PLEKHG1,,,
BEND3,,,
ZNF740,,,-0.3637493926379496
SPHK1,,0.3362794595069332,
ANXA3,,,
CEP131,,,
SDCBP,,,
ARFGEF1,,,0.3622148347919629
ZNHIT3,,,
YKT6,,0.3860656057438393,0.3502614678035463
KHDRBS3,,,
SRSF12,,,
PADI4,,,
CDCP1,,0.3187881126744229,
FABP5,,,
TWSG1,,,
P4HTM,,,
SART3,,,
IFT122,,,
ENDOD1,,,0.35176341745595685
NCOA7,,-0.33859202299410274,
DDX18,,,
FBRS,,,
TUBA1A,,,
DHRS3,,,
ZBTB21,,,0.27464254549966777
ZYX,,,
NBN,,,
WDR90,,,
ELP2,,,
DCAF7,,,0.3282924786293766
SLC5A6,,,
ARID2,,,
PNP,,,
SAMD12,,,0.4600405041519496
CLIC4,,,
HSH2D,,,
ARL4C,,0.46644341675607504,
RPS23,,,
HMGCL,,,
SLC39A6,,0.3223441271333412,
C17orf75,,,
MVD,,,
MASP1,,,
MPG,,,
CPN2,,,
NT5E,,,
HOOK3,,,
ANXA5,,,
H2AFY2,,,
MKLN1,,,
RPL3,,0.3330668270183681,
PRR12,,,
VGLL1,,,
RAD50,,,
FAM174A,,,
KPNA4,,,
RPS12,,,
DCAF10,,,
FBN2,,,
CTSV,,,
PRKCA,,,
RAB6B,,,
RASSF2,,-0.38046114340987824,-0.3022469960036509
RPL7A,,,
RARRES1,,,
STUB1,,,0.3000690625742961
PLEKHA3,,,
SFRP1,,,
ASAP1,,,
USP7,,,
MYL9,,,
CAMK2D,,,0.3957261304642395
ANXA8,,0.2686593456907759,
BCL2L11,,,
KRT14,,,
DES,,,
RPL10,,0.3618252727126287,
BAHD1,,,
PARVB,,,
MPO,,,
PNPO,,,
HEXIM2,,,
UQCC2,,,
FAM84B,,,0.4290334239499909
TIGAR,,,
VAV2,,,
NID2,,,
SORL1,,,
FAM98B,,,
CRNKL1,,,
MAML2,,,
PLGRKT,,,0.2836275935867406
RAB27B,,,
CHIT1,,,-0.3372041897432245
ZNF44,,,
SEC11A,,,
VDR,,,
TBC1D15,,,
POLR3E,,,
CCNYL1,,,
LAMC1,,,
SFXN5,,,
MTIF3,,-0.27938841321196123,
CANT1,,,
CHN1,,,
ACE2,,,
IGFBP3,,,
FKBP5,,,
EIF4B,,,
KBTBD2,,,0.2921380156073047
FIGNL1,,,
DAPK1,,,
SP1,,,-0.28473204680752584
ALOXE3,,,
ASNS,,,
ATL2,,0.3211312037056694,
ARPP19,,,-0.35602721589579417
CEP68,,,
RBM28,,,
PPIB,,,-0.2937076013204896
YAP1,,,
RDH10,,,
KIAA1324,,-0.3724026169637689,
AKR7A3,,,-0.3165879632026871
KIFAP3,,,0.2738598390852617
PLK1,,,
F5,,,
TFF1,,,
RPS6KA5,,,
CCDC12,,,
LAMA4,,,
EFCAB14,,,0.4074371841178925
UNK,,,
KLK6,,,
PRTFDC1,,,
GFRA1,,,
ALOX15B,,,
KRT6B,,,
RRBP1,,,
RPS6KA3,,-0.276296087135136,
NBR1,,,
CPEB4,,,0.2939353996548759
BAD,,,
EEF1D,,,
PRDX3,,-0.2834253313371379,-0.2722614156171972
ZNF280C,,,
UPF3B,,,
COG5,,,
STX12,,,
ACTG1,,,
TBX3,,,
SSR4,,,
APOD,,,
LYRM2,,,
LNX2,,,
VAMP3,,,
IFT43,,,
AAMP,,,
SCAF8,,,
TMEM65,,,0.3742366191307866
TRAF5,,,
ARHGEF3,,,
KDM3A,,,
PPP1R14C,,0.3055654953355329,
CARM1,,,
IFNGR1,,,0.34062214238550625
PKM,,0.3089074557931122,
DDX19A,,,
CDC20,,,
TXNL4B,,,
GOLT1B,,,
MAPRE2,,-0.27765869120675823,
PCP2,,,
TTYH3,,,0.4402506487395471
MMP9,,,
EN1,,,
GFOD2,,,-0.3150065035730312
HSDL2,,,
MOS,,,
CDC42BPG,,,0.4180002250548582
FKBP9,,0.3158714456064421,
SLU7,,,
FUCA2,,-0.3105737667417495,0.3165916089896321
URGCP,,,0.5157807882035345
MRPL48,,,
RPL10A,,,
AIM1,,,
PRKAB2,,,
DNAJC19,,0.3011432738697125,
KCTD15,,,
NAT1,,-0.3560904197669248,
ZEB2,,-0.2906799082047751,-0.3213826055802704
HSPA14,,,
UBXN10,,,
MED13L,,,
GALNT3,,,
TRAF3IP1,,,
SYNM,,,
THBS3,,,
TENM2,,0.4708342397356705,
BROX,,,
RALBP1,,,
NES,,,
TEX30,,,
BSPRY,,,
NID1,,,-0.3272444394649834
DNPEP,,,
TNPO1,,,
ASS1,,,
GNB4,,,
N4BP3,,,
KMT2D,,,
PLXNA1,,0.3860884510627962,
AFAP1,,,
EXTL2,,,
FKBP8,,,
SLC3A2,,,
TMOD1,,,
GSDMD,,,
KRT81,,,
TANK,,,
SFN,,,
C4BPA,,,
GPLD1,,,
DHCR7,,,
DYNC2LI1,,,
FKBP7,,,
C17orf80,,,
PDIA4,,,
HIRIP3,,,
NSL1,,,
CCND1,,0.2846317289567843,
MASP2,,,
DENR,,,
MAF1,,,
C5orf24,,,
LEO1,,,
NSF,,-0.4115194008275717,
TRAF2,,,
FLNC,,,
TJP3,,,
PSMG3,,,
MFAP1,,,
PGGT1B,,,-0.2707862405764516
LRRC41,,,
RAB30,,,
LGALS7,,,
BRMS1,,,
RPN1,,,
DFNA5,,,
SEC61B,,,
TFF3,,-0.37610831720599225,
DGCR14,,,
KIT,,,-0.32671116240392706
YTHDC2,,,
STAC2,,,
NOS1AP,,,0.3182616101353412
KANK4,,0.39560660303761996,
GSTM3,,,
RPL27,,,
TMEM2,,,
S100A10,,0.3065322722098122,
DEGS1,,,
BOLA3,,-0.2757651251775878,
ZNF703,,,
PYCR2,,,
HMOX1,,-0.317504680110774,
LIX1L,,,
SAV1,,,
OBSL1,,,
TINAGL1,,,-0.26848368982822457
BCAT1,,,
PARD6G,,0.32774942948700103,
LCMT1,,,0.35905630975066816
ATRX,,,
RPF1,,,
SPATS2L,,,0.3916335625903311
SRP14,,,
TCP11L1,,,
OTUD4,,,
MAP7,,,
PFKFB4,,,
SPON2,,0.2783356268078025,
PCGF2,,,
KRT8,,,
SHMT2,,,
CYP2S1,,,
PTX3,,,
CTGF,,,
CBX2,,,
NPDC1,,,
FAM83B,,0.28048224982327946,
MYL12B,,,
FBXW9,,,
CREB3L4,,,
CCDC88C,,,0.3340016945622256
AZU1,,,
PYGM,,,
C1orf226,,,
MRPL24,,,
ADD3,,,
VRK3,,-0.3542420892393686,
RBM34,,0.30233933221541404,
CCDC102A,,,
TTC30A,,,
SAMD4A,,,0.32034053184399325
SCYL3,,,
ELANE,,,
PRKD1,,,
HIST1H2BK,,,
RPL26,,,
C20orf24,,,
MRPL30,,,
SETD1A,,,
ZBTB41,,,
CDK9,,,
IMPACT,,,
SNX8,,,0.3622098442528179
SMAD3,,,
POLR1A,,,0.28176335307699685
HIST1H3A,,,
ACTBL2,,,
DMD,,,
UBE3A,,,
PTMS,,,-0.3645125925781465
SAP30L,,-0.282148114843041,
AP1M1,,,
NSRP1,,,
ADCY9,,,
WIPI2,,,0.32000049861113383
NME4,,,
ATE1,,,-0.46079379290535705
XIRP1,,,
DNAL1,,,
APOC1,,,
SH3GL1,,,
TTK,,,
SYAP1,,,
ARFIP2,,,
LLGL2,,,
S100A9,,,
NARFL,,,
USP54,,,
NAXE,,,
IRS1,,,
UPRT,,,
ICMT,,,
PPM1A,,,0.2789792936830823
CCDC125,,,
MED12,,,
RHOH,,,-0.3522385283807881
TFAP2C,,0.33912197903670105,
PON3,,,0.32485547640151824
ATAD2B,,,
CYB5R1,,,
CASP4,,,
DNTTIP1,,,
RRAGB,,,
USP20,,,
APOM,,,
RAPGEF2,,-0.32056291810221205,
SSH3,,,
COG2,,,
MRPL28,,,
HDGFRP3,,,
FBXO28,,,
RAB3IP,,,
FAM65A,,,
ARFGEF2,,,
C9orf142,,,
SLC25A23,,,
NHLRC2,,,-0.41443600528424607
ASCC2,,,
C5orf45,,,
GLYATL1,,,
PPP1R10,,,
KAT8,,,
ATP8B1,,,
APOL1,,,-0.3221222231222987
IKBKB,,,
LIN37,,,
PON1,,,
ATRAID,,,
AFF3,,,
POTEF,,,
GCLM,,,
KRT7,,,
S100A12,,,
IGF1R,,0.3303948563230961,
FAS,,,
SULT1E1,,,
MRPS30,,,
RPL27A,,,
MOCS2,,,
TXNIP,,,
CCDC181,,,
APOA2,,,
DOCK7,,,
IVD,,,
SERPINE2,,,
MAP7D1,,,
CKAP4,,,
PRDX4,,,
PEX19,,,0.32269332532507633
RBFA,,,
CLSTN2,,,
PXDN,,,
MAGI3,,,
GTF3C3,,,
CDA,,,
SHROOM3,,,
OXCT1,,,0.2778267901404698
BBC3,,,
XRN2,,,
PGR,,,
FAIM,,,
PDE12,,-0.34922024912598737,
FGFR1OP,,,
S100A8,,,
NDUFAB1,,,
ERCC1,,,
ABT1,,,
EFS,,,
TTL,,,
CDYL2,,,
RPL8,,,
NUBP2,,,0.2910776014334669
NMT2,,,-0.2775805205129485
C9orf40,,,
TTPAL,,,
RRP1B,,,
WDR46,,,
FBXL6,,,
BAIAP2,,,
RUNX2,,,
APOA1,,,
PCGF6,,,
MAPK8IP3,,,
SGSM3,,,
SH3BGRL3,,,
PRKAG2,,,
INPP5J,,,
MEMO1,,,
TMEM26,,,
TRIP4,,,
SELENBP1,,-0.2936207846066521,
C11orf58,,,
TACO1,,,
NCCRP1,,,
RASAL2,,,
CHCHD4,,,
RNF219,,,
CHI3L1,,,
NECAP2,,,
DPP8,,,-0.350814666362148
FAM98C,,,
FMO3,,,
PRKD3,,,
PPP2CA,,,
EXT1,,0.4372183642149689,
HARS2,,,
DVL3,,,
HEXIM1,,,
CA3,,,-0.3022077706903038
NTHL1,,,
RCAN1,,,
ZNF609,,,
PDZK1,,,
POLR3GL,,,
RPL4,,0.2966277165471949,-0.2773148561691965
POFUT2,,,
DIAPH1,,,
LZTFL1,,,
SNX27,,,
PRKCI,,,0.30372218777871834
KRT23,,,
COIL,,,
SPTBN2,,,0.3613145270858196
RALA,,0.3195536032255283,0.3131948060437252
AKT3,,,
PSMG1,,,
ABCF1,,,
SPP1,,,
HAUS5,,,
SMARCE1,,,
RASEF,,,
DMXL1,,,
ABCE1,,0.31580799375397084,
PRKAA1,,,
SDHAF3,,,
MOB3B,,,
KDM8,,,
XIRP2,,,
SERPINB7,,,
GGT1,,,
CCDC117,,,
BAG3,,,
CLCA2,,0.3292490820494574,
GSG2,,,
LDHB,,,
BAIAP2L1,,0.39208310463083584,0.27079055889534576
DEFA3,,,
TBCD,,,
UVSSA,,,
ASCC3,,,
KIF2C,,,
METTL1,,,
KIAA1328,,,
ALG5,,,
PSMG2,,,
CTIF,,,
GTF3C1,,,
SBSN,,,
AIFM2,,-0.3772561677958983,-0.3778358665792497
WDR4,,,
SKP2,,,
FAM172A,,,
DLGAP5,,,
ESPN,,,
GPBP1L1,,,
KRT18,,,
SPARC,,0.30614135773868945,
FOPNL,,,
GART,,,
PLP2,,,
COG1,,,
RBM27,,,
PATL1,,,
MIPEP,,,
NADK2,,,
LY75-CD302,,,
FAM219A,,,
SLC11A2,,,
OSBPL9,,,
EXOC1,,,
S100B,,,
RAB17,,,
VGLL4,,,0.2615830347151993
MMADHC,,,
ISCU,,,
ABHD6,,,
EIF5A2,,,
HSPB8,,,
IGF2BP1,,,
ERLIN1,,0.2860905860604352,
VAC14,,,
ASNSD1,,,
FAM114A2,,,
TRIM38,,-0.2745414677518317,
CREBBP,,,
CXXC1,,,
ATP1A1,,,0.28593196783889857
LRRC8D,,,
THRAP3,,,
RAD54B,,,
CGN,,,
SNX3,,,
CFP,,,-0.26843695586306754
APOC2,,,
KIF14,,,
HDAC11,,,
GSTP1,,,
RPL35,,,
ZNF830,,,
PCM1,,-0.29920953087364394,
KAT6B,,,
CCL21,,,-0.2950154818734064
CBR4,,,
CRYZ,,-0.30117737859322785,
MYCBP2,,,-0.2839777522933098
RPL7,,,
MED7,,0.2923312441312457,
C9orf64,,,
BCAS1,,,
COG7,,0.2706171649866522,
L3HYPDH,,,
SEC16A,,,
RRM2B,,,0.2910066969447848
SLC27A2,,-0.33721214581922865,
CHD1,,,
MRPL18,,,
KTI12,,,
UNC13B,,,
PTCD2,,,
ACPP,,,
SCLY,,-0.349106532977899,
ZNF331,,,
GTPBP2,,,
NCLN,,,
PML,,,
CHMP4A,,,
DTWD2,,,
LYRM1,,-0.40603886719004295,
VARS2,,,
CDCA8,,,
METTL7A,,-0.3594868766801141,
PHLDB3,,,
CCL18,,,
MSMO1,,,
MYOM2,,,
STAG3,,,
SMOC1,,,-0.314175375408954
FPGT,,,
PDF,,,
TRIM3,,,
L2HGDH,,,
CAMP,,,
CCZ1,,,
CDK17,,,
NTPCR,,,
CNDP1,,,
RBMX,,,
ADAMTS4,,,
BOD1L1,,-0.26878353141094524,
SHCBP1,,,
IDH2,,,
WDR74,,,
PITPNB,,,-0.26354733971040545
ADIRF,,,
EPB41L2,,,
CSRP2,,,
CERS2,,,
GSPT1,,,0.421196189805154
FAM208A,,,
UPF2,,,
KATNA1,,,
RBM3,,,
DUSP11,,,
RTKN,,0.3779558742799378,
POMK,,,
NDUFAF2,,,
AHDC1,,0.3269671454640889,0.3006987500228113
MRPL40,,,
GTDC1,,,
GNG2,,-0.2721288400023497,-0.3060838015297481
ZCCHC6,,,
APBB2,,,
TAGLN,,,
PRKAR1B,,,
UHRF1BP1L,,,
KRT80,,,0.3533581573030102
SLC25A35,,,
DBN1,,,
RAB11FIP4,,,0.3345326948942629
RIOK1,,0.3327305894073164,
IGLL1,,-0.2680717999197222,
METRNL,,,
CSNK2A2,,0.28901927960736995,
ABHD10,,,
UROD,,,
SEC63,,0.28218351113540197,
BID,,,
POLB,,,
CNKSR1,,,0.4587419709732064
IQGAP1,,,
THUMPD1,,,
PPP1R9B,,,
MYO19,,0.2750822512863445,
RASAL1,,,
FMNL3,,,
WDR54,,,
LCN2,,,
PLCH1,,,
CRCP,,,
ZBTB14,,,
ARHGAP26,,-0.2702984442133502,
PEX7,,,
NCK1,,,
COL4A1,,,
SYT7,,,
UBN1,,,
HPD,,,
NFATC3,,,
USP6NL,,,
TOB1,,,
SRSF6,,,
TANGO6,,,
PPP2R2A,,,
ZNF157,,,
APOB,,,
TTC37,,,
BOLA2,,,
TAF1L,,,
PFN2,,,
TNFRSF17,,,
TLK2,,,
TNC,,,
RPS7,,,
PRKCZ,,,
BET1,,,0.3753064581729105
RPS17,,,
ARAP3,,,
PNPLA6,,,
LRRC8E,,,
SBF1,,,
DSN1,,,
MELK,,,
AGPAT2,,,
OPHN1,,,
MAST4,,,
GRIPAP1,,-0.3459763231121507,
MTMR2,,,
TAF12,,,
DDX49,,,
TMSB15A,,,
DHX40,,,
ETS1,,,-0.34013105934926025
ZC3H7A,,,
RCN1,,,
TRIAP1,,-0.2740247420311126,
HECTD1,,,
NIFK,,,
GIPC1,,,0.2621150951502592
ERCC4,,,0.2836261360687196
LRP8,,0.3071977958440478,
DIAPH3,,,
RBM45,,,
GOPC,,,
PAPD5,,,
INTS12,,,
TCN1,,,
MOCS3,,,
TAGLN2,,,
SRRT,,,
HPR,,,-0.2815075085258583
CUL2,,,
CLASP1,,,
PRTN3,,,
GTPBP4,,,
FN3KRP,,,
RHOG,,,
ERC1,,,
UBE2J2,,,
AGRN,,,
IDI1,,,
HYOU1,,,
ZNF451,,,
IMP3,,,
SNAPC4,,,
TSSC1,,,
GDI1,,,
SNAP29,,,
ARID1B,,,
TRMT61A,,,
MYDGF,,,
ACAN,,,
DPYSL5,,,
CUL9,,,
KARS,,,
ZW10,,,0.26273167015604154
HAPLN3,,,
DARS2,,,
IDH1,,,
AUH,,-0.3135596215876298,
VCPIP1,,,
HMGN5,,,
TROVE2,,,
PRKG1,,,
ACVR1,,0.4137529443857799,
FAAH,,,0.32516301536558945
GULP1,,,-0.2970512914138085
GLG1,,,
MED29,,,
EZH2,,,
TMED8,,,
TBC1D17,,,
CARNMT1,,,
ARG1,,,
EIF4EBP2,,,
CALCOCO2,,,
SRC,,,
RABIF,,,
PSMD12,,,
LPL,,,-0.3302044799966369
MAGEC1,,,
CPN1,,,
KIAA0753,,,
ELN,,,
FCN2,,,
CXCL10,,,
RPL38,,,-0.303596229458919
NT5C,,,-0.27782703434884903
CCDC91,,,
MORF4L2,,,
ING4,,,
PRPF18,,,
ZMIZ1,,,
AMZ2,,,
RALGPS1,,,
NUTF2,,,
HEATR5B,,,
SRFBP1,,,
PAGR1,,,
LARP6,,,
PARD6A,,,
USF2,,,
NUDT6,,,
COA5,,,
VTN,,,
SLC7A1,,,
UBFD1,,,
HMGCLL1,,,
